,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
14695,A. Boakye,Augustine Boakye,61,70,725000,"CAM,ST,RW",LM,Ghana,https://cdn.sofifa.net/players/264/441/23_60.png,21,178,70,1598,343,RZ Pellets Wolfsberger AC,2000,1200000,SUB,2025,20,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,Medium
14696,J. Iredale,John Iredale,61,70,750000,ST,ST,Australia,https://cdn.sofifa.net/players/262/904/23_60.png,22,188,86,1430,304,SV Wehen Wiesbaden,2000,1200000,SUB,2024,33,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium
14697,M. Żukowski,Mateusz Żukowski,61,75,750000,"RB,LM",RB,Poland,https://cdn.sofifa.net/players/243/949/23_60.png,20,185,82,1621,359,Lech Poznań,6000,0,RES,2023,27,2022,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,High,Medium
14698,V. Kongsro,Vegard Kongsro,61,68,625000,LWB,LWB,Norway,https://cdn.sofifa.net/players/261/623/23_60.png,23,183,73,1510,333,Hamarkameratene,700,906000,LWB,2024,2,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium
14699,Lü Peng,Peng Lü,61,61,220000,"CDM,CM",CB,China PR,https://cdn.sofifa.net/players/222/190/23_60.png,32,182,76,1610,343,Dalian Professional Football Club,2000,341000,CM,2022,31,2022,-,Right,4,2,1,-,-,-,-,Medium,High
14700,R. Watson,Rory Watson,61,63,300000,GK,GK,England,https://cdn.sofifa.net/players/223/982/23_60.png,26,190,85,1153,342,Wrexham AFC,500,668000,SUB,2023,31,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14701,Yao Junsheng,Junsheng Yao,61,63,400000,"CM,CAM",CAM,China PR,https://cdn.sofifa.net/players/242/414/23_60.png,26,172,65,1792,369,Zhejiang Professional FC,2000,650000,SUB,2025,6,2022,-,Left,3,2,1,-,-,-,-,Medium,High
14702,J. Marsiglia,Jorge Marsiglia,61,70,675000,CB,CB,Colombia,https://cdn.sofifa.net/players/245/743/23_60.png,23,183,77,1508,334,Deportivo Cali,650,1100000,SUB,2022,2,2018,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,High
14703,F. Correa,Fabrizio Correa,61,71,650000,GK,GK,Uruguay,https://cdn.sofifa.net/players/255/727/23_60.png,21,190,95,833,321,Club Atlético River Plate,500,1500000,SUB,2024,25,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium
14704,K. Ortiz,Kevin Ortiz,61,71,700000,"CDM,CM",CDM,Argentina,https://cdn.sofifa.net/players/271/344/23_60.png,21,176,70,1640,353,Rosario Central,2000,1200000,CM,2022,45,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,High
14705,E. Mason-Clark,Ephron Mason-Clark,61,67,525000,"ST,RM,LM",RM,England,https://cdn.sofifa.net/players/236/784/23_60.png,22,177,78,1640,356,Peterborough United,2000,1000000,SUB,2025,10,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14706,L. Gordon,Liam Gordon,61,68,625000,"LWB,LB",LWB,Guyana,https://cdn.sofifa.net/players/257/776/23_60.png,23,183,75,1531,347,Walsall,2000,1200000,SUB,2024,3,2022,-,Left,3,2,1,-,-,-,-,Medium,Medium
14707,R. Cisterna,Rodrigo Cisterna,61,72,725000,"CAM,RW",CAM,Chile,https://cdn.sofifa.net/players/266/481/23_60.png,20,173,67,1472,314,Deportivo Ñublense,1000,1100000,SUB,2024,22,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium
14708,M. Tepe,Muhammet Taha Tepe,61,71,650000,GK,GK,Turkey,https://cdn.sofifa.net/players/271/089/23_60.png,21,187,79,1101,323,Trabzonspor,3000,1400000,SUB,2027,54,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium
14709,K. Manneh,Kalifa Manneh,61,65,475000,LW,LM,Gambia,https://cdn.sofifa.net/players/270/322/23_60.png,23,172,66,1531,324,Perugia,850,772000,RES,2024,31,2021,-,Left,3,3,1,-,-,-,-,High,Medium
14710,N. Žugelj,Nino Žugelj,61,71,725000,RW,LM,Slovenia,https://cdn.sofifa.net/players/271/090/23_60.png,22,189,80,1458,325,FK Bodø/Glimt,1000,1100000,RES,2025,29,2022,-,Left,3,3,1,-,-,-,-,Medium,Medium
14711,Song Long,Long Song,61,61,230000,LB,LB,China PR,https://cdn.sofifa.net/players/239/858/23_60.png,32,180,72,1579,342,Shandong Taishan,3000,368000,LB,2025,39,2016,-,Right,3,2,1,-,-,-,-,Medium,Medium
14712,W. Odobert,Wilson Odobert,61,79,825000,LW,ST,France,https://cdn.sofifa.net/players/270/579/23_60.png,17,180,75,1440,309,ESTAC Troyes,700,2200000,SUB,2025,29,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
14713,S. Iyede,Samson Iyede,61,68,675000,ST,ST,Nigeria,https://cdn.sofifa.net/players/269/556/23_60.png,24,181,78,1559,341,AC Horsens,2000,979000,ST,2025,26,2022,-,Right,4,3,1,-,-,-,-,High,Medium
14714,L. Ward,Lewis Ward,61,64,325000,GK,GK,England,https://cdn.sofifa.net/players/223/988/23_60.png,25,195,81,1130,350,Sutton United,1000,593000,SUB,2024,34,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14715,J. Umerah,Josh Umerah,61,63,425000,ST,ST,England,https://cdn.sofifa.net/players/230/900/23_60.png,25,185,80,1553,342,Hartlepool United,2000,776000,ST,2024,9,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
14716,T. Chukwuani,Tochi Chukwuani,61,73,775000,CM,CAM,Denmark,https://cdn.sofifa.net/players/252/148/23_60.png,19,187,64,1680,362,Lyngby BK,1000,1100000,SUB,2024,42,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,High
14717,N. Collins,Nnamdi Collins,61,82,1000000,CB,CB,Germany,https://cdn.sofifa.net/players/256/500/23_60.png,18,191,84,1395,324,Borussia Dortmund,2000,2700000,RES,2023,41,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14718,T. Shade,Tyrese Shade,61,70,725000,"LW,LWB",RM,Saint Kitts and Nevis,https://cdn.sofifa.net/players/240/373/23_60.png,22,183,76,1707,374,Swindon Town,3000,1400000,RW,2024,28,2022,-,Right,3,3,1,-,-,-,-,Medium,High
14719,T. Adeloye,Tomi Adeloye,61,62,400000,"ST,RM",ST,England,https://cdn.sofifa.net/players/228/342/23_60.png,26,183,73,1554,339,Swindon Town,3000,730000,SUB,2024,9,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14720,A. Chrzanowski,Adam Chrzanowski,61,71,675000,"CB,LB",CB,Poland,https://cdn.sofifa.net/players/230/646/23_60.png,23,186,78,1461,329,Wisła Płock,950,1000000,SUB,2025,4,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
14721,S. Pabón,Steven Pabón,61,76,750000,"CB,RB",CB,Venezuela,https://cdn.sofifa.net/players/260/087/23_60.png,20,179,75,1535,334,Metropolitanos de Caracas FC,500,2100000,SUB,2023,2,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
14722,D. Prpić,Dominik Prpić,61,78,775000,CB,CB,Croatia,https://cdn.sofifa.net/players/271/300/23_60.png,18,188,78,1361,303,Hajduk Split,500,2200000,RES,2025,31,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/hr.png,-,-,Low,High
14723,M. Šulek,Martin Šulek,61,67,475000,CB,CB,Slovakia,https://cdn.sofifa.net/players/269/508/23_60.png,24,179,65,1316,290,Wisła Płock,950,736000,SUB,2023,19,2022,-,Right,2,2,1,-,-,-,-,High,Medium
14724,G. Fatecha,Gianlucca Fatecha,61,67,525000,"CM,CAM",CAM,Paraguay,https://cdn.sofifa.net/players/260/035/23_60.png,24,174,65,1577,344,Club Sol de América,500,1200000,SUB,2022,20,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,High,Low
14725,G. Mensah,Gideon Mensah,61,68,625000,"RWB,RB",CB,Ghana,https://cdn.sofifa.net/players/258/243/23_60.png,21,183,79,1551,338,Varbergs BoIS FC,500,906000,SUB,2023,15,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,High
14726,A. Chibozo,Ange Chibozo,61,77,850000,"CF,ST",CAM,Benin,https://cdn.sofifa.net/players/271/292/23_60.png,19,172,68,1528,314,Amiens SC,900,2000000,SUB,2027,10,2022,-,Right,3,3,1,-,-,-,-,Medium,Medium
14727,B. Lauwers,Barry Lauwers,61,66,400000,GK,GK,Netherlands,https://cdn.sofifa.net/players/269/244/23_60.png,22,187,76,853,328,FC Volendam,950,610000,SUB,2023,22,2020,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
14728,E. Oduah,Emeka Oduah,61,73,800000,"LW,ST",ST,Germany,https://cdn.sofifa.net/players/266/684/23_60.png,20,192,77,1481,336,VfL Osnabrück,900,1300000,SUB,2025,30,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14729,A. Aventisian,Aventis Aventisian,61,74,750000,LB,LB,Greece,https://cdn.sofifa.net/players/266/172/23_60.png,19,172,67,1492,323,Go Ahead Eagles,850,1600000,SUB,2024,14,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gr.png,-,-,High,Medium
14730,S. Ogie,Shadrach Ogie,61,69,675000,CB,CB,Republic of Ireland,https://cdn.sofifa.net/players/250/811/23_60.png,20,183,78,1509,339,Leyton Orient,2000,1300000,SUB,2024,4,2019,-,Left,3,2,1,-,-,-,-,High,High
14731,C. Terho,Casper Terho,61,73,775000,"RW,LW,RM",LM,Finland,https://cdn.sofifa.net/players/258/489/23_60.png,19,181,70,1506,323,HJK Helsinki,500,1800000,SUB,2023,19,2020,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/fi.png,-,-,Medium,Medium
14732,G. Micle,George Micle,61,70,625000,GK,GK,Romania,https://cdn.sofifa.net/players/257/721/23_60.png,20,192,89,974,331,Campionii FC Arges,700,969000,SUB,2023,33,2019,-,Left,2,1,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium
14733,Kim Min Jun,Min Jun Kim,61,73,800000,"RM,RW",LM,Korea Republic,https://cdn.sofifa.net/players/255/160/23_60.png,22,183,78,1508,336,Ulsan Hyundai FC,2000,1200000,SUB,2022,17,2020,-,Left,3,3,1,-,-,-,-,High,Medium
14734,N. Ngoy,Nathan Ngoy,61,74,750000,"RB,CB",CB,Belgium,https://cdn.sofifa.net/players/262/071/23_60.png,19,183,74,1398,320,Standard de Liège,1000,1600000,SUB,2024,3,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,High
14735,Zhang Xiuwei,Xiuwei Zhang,61,64,425000,"CM,CDM",CM,China PR,https://cdn.sofifa.net/players/241/335/23_60.png,26,173,63,1727,377,Guangzhou FC,2000,691000,SUB,2025,8,2022,-,Right,3,3,1,-,-,-,-,Medium,Medium
14736,Augusto Dabo,Julio Augusto Dabo,61,78,825000,LB,LB,Guinea Bissau,https://cdn.sofifa.net/players/271/287/23_60.png,19,173,70,1461,318,Boavista FC,1000,2200000,RES,2027,55,2022,-,Left,2,2,1,-,-,-,-,Medium,Medium
14737,B. Scholte,Ben Scholte,61,70,725000,"CAM,CM",CAM,Netherlands,https://cdn.sofifa.net/players/258/742/23_60.png,20,185,79,1596,338,FC Emmen,1000,1200000,SUB,2023,19,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium
14738,G. Sánchez,Gonzalo Sánchez,61,70,750000,ST,ST,Peru,https://cdn.sofifa.net/players/256/182/23_60.png,22,182,72,1452,311,FC Emmen,2000,1200000,SUB,2024,15,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
14739,D. Love,Donald Love,61,61,325000,"RB,LB",RB,Scotland,https://cdn.sofifa.net/players/213/686/23_60.png,27,178,72,1580,340,Morecambe,1000,569000,RWB,2024,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,High
14740,K. Vivcharenko,Kostyantyn Vivcharenko,61,75,750000,LB,CDM,Ukraine,https://cdn.sofifa.net/players/271/542/23_60.png,20,178,76,1620,349,Dynamo Kyiv,500,2100000,RES,2024,2,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ua.png,-,-,Medium,Medium
14741,P. Rejnhold,Philip Rejnhold,61,64,400000,"RB,CB",CB,Denmark,https://cdn.sofifa.net/players/271/286/23_60.png,26,177,75,1502,335,Helsingborgs IF,700,530000,RB,2025,2,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium
14742,E. Tchato,Enzo Tchato,61,76,750000,RB,RB,Cameroon,https://cdn.sofifa.net/players/270/518/23_60.png,19,182,75,1478,326,Montpellier Hérault SC,2000,1900000,SUB,2025,29,2022,-,Right,2,2,1,-,-,-,-,High,Medium
14743,C. Jander,Caspar Jander,61,72,700000,CM,RM,Germany,https://cdn.sofifa.net/players/266/422/23_60.png,19,183,75,1668,361,MSV Duisburg,900,1200000,SUB,2024,18,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High
14744,A. Caprice,Amay Caprice,61,74,725000,RB,RB,France,https://cdn.sofifa.net/players/263/606/23_60.png,17,175,70,1507,312,Olympique de Marseille,500,1800000,RES,2024,41,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium
14745,A. Skipper,Anton Skipper,61,69,700000,CB,CB,Denmark,https://cdn.sofifa.net/players/246/709/23_60.png,22,194,77,1399,316,Sarpsborg 08 FF,750,1000000,SUB,2024,31,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium
14746,R. Hutchinson,Reece Hutchinson,61,68,625000,LWB,LWB,England,https://cdn.sofifa.net/players/243/637/23_60.png,22,177,75,1492,327,Cheltenham Town,1000,1200000,SUB,2023,18,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
14747,A. Benyahia-Tani,Aylan Benyahia-Tani,61,77,825000,ST,ST,France,https://cdn.sofifa.net/players/263/605/23_60.png,16,175,70,1438,296,Olympique de Marseille,1000,2100000,RES,2024,46,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
14748,E. Vidart,Emiliano Vidart,61,72,675000,"CDM,CM",CM,Uruguay,https://cdn.sofifa.net/players/267/700/23_60.png,20,182,75,1683,357,Montevideo Wanderers,500,1600000,SUB,2024,27,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Low
14749,M. Skrzypczak,Mateusz Skrzypczak,61,72,700000,"CB,CDM",CB,Poland,https://cdn.sofifa.net/players/248/508/23_60.png,21,186,77,1408,308,Jagiellonia Białystok,1000,1100000,SUB,2024,72,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
14750,L. Claros,Leonardo Claros,61,68,550000,GK,GK,Bolivia,https://cdn.sofifa.net/players/254/396/23_60.png,24,184,88,1141,349,Club Always Ready,500,1300000,GK,2022,12,2021,-,Right,2,1,1,-,-,-,-,Medium,Medium
14751,A. White,Aidy White,61,61,275000,"LWB,LB",LWB,Republic of Ireland,https://cdn.sofifa.net/players/190/140/23_60.png,30,175,61,1681,353,Rochdale,2000,481000,LWB,2023,3,2021,-,Left,2,2,1,-,-,-,-,High,Medium
14752,César,César Valero Álvarez,61,71,700000,CDM,CDM,Spain,https://cdn.sofifa.net/players/264/128/23_60.png,21,178,72,1585,337,UD Ibiza,950,1200000,RES,2023,31,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14753,Leandro Fernandes,Leandro Fernandes da Cunha,61,68,675000,CM,CAM,Netherlands,https://cdn.sofifa.net/players/253/123/23_60.png,22,176,72,1721,367,FK Jerv,750,979000,CM,2024,10,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
14754,A. Youssef,Ali Youssef,61,70,725000,"CAM,ST",CAM,Sweden,https://cdn.sofifa.net/players/246/467/23_60.png,21,182,74,1518,337,BK Häcken,1000,1100000,RES,2025,10,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
14755,I. Mahnashi,Ibrahim Mahnashi,61,73,775000,"CDM,CM,LB",CDM,Saudi Arabia,https://cdn.sofifa.net/players/242/114/23_60.png,22,173,75,1621,349,Ettifaq FC,4000,1400000,SUB,2024,6,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium
14756,C. Owens,Charlie Owens,61,67,525000,"CM,CAM",CM,Northern Ireland,https://cdn.sofifa.net/players/237/506/23_60.png,24,185,80,1647,347,Colchester United,5000,0,SUB,2023,20,2017,YES,Right,3,3,1,-,-,-,-,Medium,Medium
14757,D. Piła,Dominik Piła,61,74,800000,LM,CAM,Poland,https://cdn.sofifa.net/players/269/506/23_60.png,21,184,78,1485,333,Lechia Gdańsk,1000,1600000,SUB,2025,11,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
14758,L. Amadé,Lautaro Amadé,61,69,650000,GK,GK,Argentina,https://cdn.sofifa.net/players/257/985/23_60.png,22,194,87,1034,344,Defensa y Justicia,2000,1100000,SUB,2023,36,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
14759,C. Dumitru,Cristian Dumitru,61,73,800000,"LW,RW",RM,Romania,https://cdn.sofifa.net/players/251/073/23_60.png,20,173,70,1570,342,CS Mioveni,2000,0,SUB,2023,18,2018,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,High,Medium
14760,R. Ramírez,Roberto Carlos Ramírez,61,68,625000,CDM,CB,Paraguay,https://cdn.sofifa.net/players/268/481/23_60.png,22,177,88,1644,349,Club Cerro Porteño,500,1500000,RES,2024,16,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,High
14761,A. Kade,Anton Kade,61,75,750000,"LM,ST",RM,Germany,https://cdn.sofifa.net/players/266/433/23_60.png,18,183,62,1452,312,FC Basel 1893,1000,1600000,RES,2026,30,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14762,J. Duncan,Jack Duncan,61,62,250000,GK,GK,Australia,https://cdn.sofifa.net/players/210/368/23_60.png,29,189,85,1119,354,Newcastle Jets,500,331000,SUB,2024,1,2020,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium
14763,L. Franco,Luis Franco,61,67,425000,GK,GK,Paraguay,https://cdn.sofifa.net/players/254/399/23_60.png,22,190,80,913,326,Club Sol de América,500,999000,SUB,2022,35,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium
14764,L. Chalmers,Logan Chalmers,61,70,725000,"RW,LW",LM,Scotland,https://cdn.sofifa.net/players/256/700/23_60.png,22,175,68,1510,322,Dundee United,1000,1400000,SUB,2024,11,2016,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,Medium
14765,Ș. Blănaru,Ștefan Blănaru,61,61,210000,"ST,RW,LW",ST,Romania,https://cdn.sofifa.net/players/247/999/23_60.png,33,182,74,1537,335,CS Mioveni,1000,284000,ST,2023,89,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Low
14766,Z. Elbouzedi,Zachary Elbouzedi,61,67,525000,RM,RM,Republic of Ireland,https://cdn.sofifa.net/players/230/847/23_60.png,24,185,77,1574,344,AIK,1000,761000,RM,2024,20,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium
14767,D. Wilson,Donovan Wilson,61,63,425000,ST,ST,England,https://cdn.sofifa.net/players/223/167/23_60.png,25,180,70,1463,327,Sutton United,2000,776000,ST,2023,25,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14768,Marco Camus,Marco Camus Muñoz,61,73,800000,LM,LM,Spain,https://cdn.sofifa.net/players/257/214/23_60.png,20,183,73,1541,327,Racing Santander,1000,1400000,RES,2025,11,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14769,E. Bonds,Elliot Bonds,61,69,700000,CDM,CDM,Guyana,https://cdn.sofifa.net/players/253/374/23_60.png,22,188,74,1644,358,Cheltenham Town,1000,1400000,CDM,2025,23,2021,-,Right,4,2,1,-,-,-,-,Medium,Medium
14770,T. White,Tom White,61,64,425000,"CM,CDM",CM,England,https://cdn.sofifa.net/players/252/862/23_60.png,25,178,74,1679,361,Barrow,2000,776000,SUB,2024,13,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14771,M. Heinrich,Moritz Heinrich,61,64,450000,"LM,RM,LW",RM,Germany,https://cdn.sofifa.net/players/234/942/23_60.png,24,180,75,1533,331,SpVgg Bayreuth,500,686000,RES,2023,33,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14772,B. Dickenson,Brennan Dickenson,61,61,325000,"LM,CM,LW",LM,England,https://cdn.sofifa.net/players/207/806/23_60.png,29,184,81,1816,378,Carlisle United,3000,569000,SUB,2023,11,2020,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
14773,A. Alcorcel,Augusto Alcorcel,61,72,650000,GK,GK,Argentina,https://cdn.sofifa.net/players/269/502/23_60.png,21,185,75,971,337,Platense,1000,1100000,RES,2024,12,2022,-,Right,5,1,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
14774,F. Perruzzi,Francisco Perruzzi,61,71,700000,CDM,CDM,Argentina,https://cdn.sofifa.net/players/269/501/23_60.png,21,177,69,1525,322,San Lorenzo de Almagro,2000,1200000,RES,2025,50,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
14775,P. Samiec-Talar,Piotr Samiec-Talar,61,74,800000,"RM,ST",ST,Poland,https://cdn.sofifa.net/players/245/485/23_60.png,20,185,78,1565,337,Śląsk Wrocław,1000,1600000,RM,2023,24,2018,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
14776,G. Lagerbielke,Gustaf Lagerbielke,61,72,700000,CB,CB,Sweden,https://cdn.sofifa.net/players/264/191/23_60.png,22,193,83,1402,305,Degerfors IF,850,0,CB,2022,15,2021,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
14777,Carlos Beitia,Carlos Beitia Cardos,61,70,725000,"CM,RM,LM",CM,Spain,https://cdn.sofifa.net/players/264/094/23_60.png,22,185,77,1528,333,RC Celta de Vigo,3000,1700000,RES,2026,40,2021,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14778,S. Jaime,Sebastián Jaime,61,61,140000,"ST,RW,LW",ST,Argentina,https://cdn.sofifa.net/players/214/684/23_60.png,35,179,73,1644,351,Unión Española,900,189000,SUB,2022,23,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
14779,J. Isaksen,Jesper Isaksen,61,68,675000,"CM,CDM",CM,Norway,https://cdn.sofifa.net/players/239/006/23_60.png,22,183,73,1680,361,Kristiansund BK,750,979000,CM,2024,14,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium
14780,J. Fabri,Julien Fabri,61,63,275000,GK,GK,France,https://cdn.sofifa.net/players/211/358/23_60.png,28,184,80,1098,350,SC Bastia,900,502000,RES,2025,32,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
14781,Joseda Älvarez,José David Álvarez Adsuar,61,68,625000,RB,CB,Spain,https://cdn.sofifa.net/players/271/518/23_60.png,21,183,75,1444,309,Deportivo Alavés,1000,1100000,RES,2023,26,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14782,Y. Paz,Yeferson Paz,61,74,750000,"RWB,RM",RWB,Colombia,https://cdn.sofifa.net/players/271/006/23_60.png,20,176,67,1683,363,Perugia,3000,0,SUB,2023,17,2022,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/co.png,-,-,High,Medium
14783,A. Sidibe,Alassane Sidibe,61,76,775000,CM,CM,Côte d'Ivoire,https://cdn.sofifa.net/players/266/654/23_60.png,20,178,73,1629,342,Cosenza,500,1700000,RES,2024,28,2022,-,Right,3,2,1,-,-,-,-,High,Medium
14784,M. Ramusović,Melvin Ramusović,61,68,625000,CDM,CDM,Bosnia and Herzegovina,https://cdn.sofifa.net/players/257/181/23_60.png,21,184,79,1586,345,1. FC Heidenheim 1846,3000,1100000,SUB,2024,28,2020,-,Right,2,2,1,-,-,-,-,Medium,Medium
14785,O. Zanzala,Offrande Zanzala,61,63,425000,ST,ST,Congo,https://cdn.sofifa.net/players/227/997/23_60.png,25,185,72,1533,334,Newport County,3000,776000,ST,2024,10,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium
14786,Du Jia,Jia Du,61,61,220000,GK,GK,China PR,https://cdn.sofifa.net/players/222/621/23_60.png,29,186,70,1113,338,Shanghai Port FC,3000,341000,SUB,2024,22,2021,-,Right,3,1,1,-,-,-,-,Medium,Medium
14787,L. Gambin,Luke Gambin,61,61,325000,"RM,CM,LM",RM,Malta,https://cdn.sofifa.net/players/208/797/23_60.png,29,168,70,1626,333,Sutton United,2000,569000,SUB,2023,21,2022,-,Left,3,3,1,-,-,-,-,Medium,Medium
14788,L. Hallaert,Lennert Hallaert,61,74,775000,"ST,LW,RW",ST,Belgium,https://cdn.sofifa.net/players/270/749/23_60.png,19,185,67,1482,312,SV Zulte Waregem,2000,1600000,RES,2024,35,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,High,Medium
14789,R. Morínigo,Rodrigo Morínigo,61,68,550000,GK,GK,Paraguay,https://cdn.sofifa.net/players/256/156/23_60.png,23,189,91,883,330,Club Libertad,500,1300000,SUB,2022,29,2018,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium
